DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,UNIT_MEASURE:Unit of measure,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-09-30,F:Free,,A:Normal value,97.60666
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-10-31,F:Free,,A:Normal value,98.126951
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-11-30,F:Free,,A:Normal value,98.126951
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2009-12-31,F:Free,,A:Normal value,98.126951
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-01-31,F:Free,,A:Normal value,99.063476
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-02-28,F:Free,,A:Normal value,99.063476
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-03-31,F:Free,,A:Normal value,99.063476
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-04-30,F:Free,,A:Normal value,99.687825
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-05-31,F:Free,,A:Normal value,99.687825
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-06-30,F:Free,,A:Normal value,99.687825
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-07-31,F:Free,,A:Normal value,100.416233
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-08-31,F:Free,,A:Normal value,100.416233
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-09-30,F:Free,,A:Normal value,100.416233
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-10-31,F:Free,,A:Normal value,100.832466
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-11-30,F:Free,,A:Normal value,100.832466
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2010-12-31,F:Free,,A:Normal value,100.832466
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-01-31,F:Free,,A:Normal value,102.289282
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-02-28,F:Free,,A:Normal value,102.289282
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-03-31,F:Free,,A:Normal value,102.289282
"BIS,WS_LONG_CPI,1.0",M.AU.628,M:Monthly,AU:Australia,"628:Index, 2010 = 100","Index, 2010 = 100",Units,2011-04-30,F:Free,,A:Normal value,103.225806
